ThreatCount,CompName,MITREID,Technique,Tactic,Matrix,Likelihood,Impact,Detectability,Risk,Rating,Rec.Mitigations
452,SIS-AI Server,AML.T0020,Poison Training Data,resource-development,ATLAS,"1,62014556","0,363636363","0,30000000000000004","0,17674315169069954",Low,"['Control Access to ML Models and Data at Rest', 'Sanitize Training Data', 'Limit Model Artifact Release']"
453,SIS-AI Server,AML.T0020,Poison Training Data,persistence,ATLAS,"1,62014556","0,19596527399999997","0,30000000000000004","0,09524768057558504",Low,"['Control Access to ML Models and Data at Rest', 'Sanitize Training Data', 'Limit Model Artifact Release']"
454,SIS-AI Server,AML.T0046,Spamming ML System with Chaff Data,impact,ATLAS,"1,62014556","0,363636363",1,"0,5891438389689984",Low,['Restrict Number of ML Model Queries']
455,SIS-AI Server,AML.T0048,System Misuse for External Effect,impact,ATLAS,"3,887042775","0,363636363",1,"1,4134700975264274",Low,[]
456,SIS-AI Server,AML.T0005.001,Train Proxy via Replication,ml-attack-staging,ATLAS,"2,2211673","0,363636363",1,"0,8076971985865299",Low,[]
457,SIS-AI Server,AML.T0011.000,Unsafe ML Artifacts,execution,ATLAS,"2,83525473","0,64556691","0,19999999999999996","0,3660693270217968",Low,"['Vulnerability Scanning', 'Restrict Library Loading', 'Code Signing', 'Verify ML Artifacts', 'User Training']"
458,SIS-AI Server,AML.T0011,User Execution,execution,ATLAS,"1,62014556","0,64556691",1,"1,0459123629194196",Low,['User Training']
459,SIS-AI Server,AML.T0012,Valid Accounts,initial-access,ATLAS,"1,62014556","0,363636363",1,"0,5891438389689984",Low,[]
460,SIS-AI Server,AML.T0042,Verify Attack,ml-attack-staging,ATLAS,"2,2211673","0,363636363",1,"0,8076971985865299",Low,[]
461,SIS-AI Server,AML.T0043.000,White-Box Optimization,ml-attack-staging,ATLAS,"0,70554726","0,363636363",1,"0,2565626395510154",Low,['Model Distribution Methods']
462,BWMS,T0893,Data from Local System,collection,ICS,"2,515145325","0,18181818300000002",1,"0,45729915297244456",Low,"['Encrypt Sensitive Information', 'Restrict File and Directory Permissions', 'User Training', 'Data Loss Prevention']"
463,BWMS,T0891,Hardcoded Credentials,lateral-movement,ICS,"3,887042775","0,18181818300000002","0,19999999999999996","0,14134701091875554",Low,['Access Management']
464,BWMS,T0891,Hardcoded Credentials,persistence,ICS,"3,887042775","1,754926707","0,19999999999999996","1,3642950354197783",Low,['Access Management']
465,BWMS,T0834,Native API,execution,ICS,"1,4372259","3,291671596",1,"4,730875672065537",Low,['Execution Prevention']
466,BWMS,T0886,Remote Services,initial-access,ICS,"1,4372259","0,18181818300000002","0,19999999999999996","0,052262760339707934",Low,"['Network Allowlists', 'User Account Management', 'Password Policies', 'Authorization Enforcement', 'Filter Network Traffic', 'Access Management', 'Human User Authentication', 'Software Process and Device Authentication', 'Network Segmentation']"
467,BWMS,T0886,Remote Services,lateral-movement,ICS,"1,4372259","0,18181818300000002","0,19999999999999996","0,052262760339707934",Low,"['Network Allowlists', 'User Account Management', 'Password Policies', 'Authorization Enforcement', 'Filter Network Traffic', 'Access Management', 'Human User Authentication', 'Software Process and Device Authentication', 'Network Segmentation']"
468,BWMS,T0829,Loss of View,impact,ICS,"2,2211673","4,181818183",1,"9,288517802625014",Medium,"['Data Backup', 'Redundancy of Service', 'Out-of-Band Communications Channel']"
469,BWMS,T0860,Wireless Compromise,initial-access,ICS,"3,887042775","0,18181818300000002","0,30000000000000004","0,21202051637813338",Low,"['Software Process and Device Authentication', 'Minimize Wireless Signal Propagation', 'Communication Authenticity', 'Encrypt Network Traffic']"
470,BWMS,T0801,Monitor Process State,collection,ICS,"3,887042775","0,18181818300000002",1,"0,7067350545937778",Low,['Mitigation Limited or Not Effective']
471,BWMS,T0802,Automated Collection,collection,ICS,"2,515145325","0,18181818300000002","0,19999999999999996","0,0914598305944889",Low,"['Network Allowlists', 'Network Segmentation']"
472,BWMS,T0865,Spearphishing Attachment,initial-access,ICS,"1,83457659","0,18181818300000002","0,19999999999999996","0,06671187643362719",Low,"['Restrict Web-Based Content', 'Network Intrusion Prevention', 'User Training', 'Antivirus/Antimalware']"
473,BWMS,T0830,Adversary-in-the-Middle,collection,ICS,"1,4372259","0,18181818300000002","0,19999999999999996","0,052262760339707934",Low,"['Communication Authenticity', 'Disable or Remove Feature or Program', 'Static Network Configuration', 'Out-of-Band Communications Channel', 'Audit', 'Software Process and Device Authentication', 'Network Intrusion Prevention', 'Network Segmentation']"
474,BWMS,T0826,Loss of Availability,impact,ICS,"3,887042775","4,291671596",1,"16,681911069904515",High,"['Out-of-Band Communications Channel', 'Redundancy of Service', 'Data Backup']"
475,BWMS,T0847,Replication Through Removable Media,initial-access,ICS,"0,9145983","0,18181818300000002","0,19999999999999996","0,03325812021617778",Low,"['Limit Hardware Installation', 'Disable or Remove Feature or Program', 'Operating System Configuration']"
476,BWMS,T0846,Remote System Discovery,discovery,ICS,"2,515145325","0,18181818300000002",1,"0,45729915297244456",Low,['Static Network Configuration']
477,BWMS,T0832,Manipulation of View,impact,ICS,"2,83525473","4,181818183",1,"11,856519783350755",Medium,"['Out-of-Band Communications Channel', 'Communication Authenticity', 'Data Backup']"
478,BWMS,T0815,Denial of View,impact,ICS,"2,83525473","4,181818183",1,"11,856519783350755",Medium,"['Data Backup', 'Redundancy of Service', 'Out-of-Band Communications Channel']"
479,BWMS,T0828,Loss of Productivity and Revenue,impact,ICS,"2,2211673","4,109853413",1,"9,128672008748994",Medium,['Data Backup']
480,BWMS,T0856,Spoof Reporting Message,evasion,ICS,"2,515145325","1,754926707","0,19999999999999996","0,8827791405657388",Low,"['Network Allowlists', 'Filter Network Traffic', 'Software Process and Device Authentication', 'Network Segmentation', 'Communication Authenticity']"
481,BWMS,T0856,Spoof Reporting Message,impair-process-control,ICS,"2,515145325","4,471026843","0,19999999999999996","2,2490564524241914",Low,"['Network Allowlists', 'Filter Network Traffic', 'Software Process and Device Authentication', 'Network Segmentation', 'Communication Authenticity']"
482,BWMS,T0885,Commonly Used Port,command-and-control,ICS,"3,887042775","0,18181818300000002","0,19999999999999996","0,14134701091875554",Low,"['Network Intrusion Prevention', 'Human User Authentication', 'Disable or Remove Feature or Program', 'Network Segmentation']"
483,BWMS,T0883,Internet Accessible Device,initial-access,ICS,"3,887042775","0,18181818300000002","0,19999999999999996","0,14134701091875554",Low,['Network Segmentation']
484,BWMS,T0881,Service Stop,inhibit-response-function,ICS,"2,515145325","4,109853413","0,19999999999999996","2,067375719628448",Low,"['Restrict File and Directory Permissions', 'User Account Management', 'Network Segmentation', 'Restrict Registry Permissions']"
485,BWMS,T0807,Command-Line Interface,execution,ICS,"2,515145325","3,291671596",1,"8,27903242611469",Medium,"['Disable or Remove Feature or Program', 'Execution Prevention']"
486,BWMS,T0862,Supply Chain Compromise,initial-access,ICS,"1,4372259","0,18181818300000002","0,19999999999999996","0,052262760339707934",Low,"['Vulnerability Scanning', 'Code Signing', 'Audit', 'Update Software', 'Supply Chain Management']"
487,BWMS,T0812,Default Credentials,lateral-movement,ICS,"3,887042775","0,18181818300000002","0,19999999999999996","0,14134701091875554",Low,"['Password Policies', 'Access Management']"
488,BWMS,T0882,Theft of Operational Information,impact,ICS,"3,887042775","0,18181818300000002",1,"0,7067350545937778",Low,"['Encrypt Sensitive Information', 'Restrict File and Directory Permissions', 'Operational Information Confidentiality', 'Data Loss Prevention']"
489,BWMS,T0809,Data Destruction,inhibit-response-function,ICS,"2,515145325","4,109853413",1,"10,336878598142244",Medium,"['Restrict File and Directory Permissions', 'Data Backup', 'Privileged Account Management']"
490,BWMS,T0880,Loss of Safety,impact,ICS,"3,887042775","4,109853413","0,5","7,987588007655369",Medium,"['Safety Instrumented Systems', 'Mechanical Protection Layers']"
491,BWMS,T0879,Damage to Property,impact,ICS,"3,887042775","4,109853413","0,5","7,987588007655369",Medium,"['Safety Instrumented Systems', 'Network Allowlists', 'Mechanical Protection Layers']"
492,BWMS,T0806,Brute Force I/O,impair-process-control,ICS,"1,4372259","4,471026843","0,19999999999999996","1,2851751156709665",Low,"['Filter Network Traffic', 'Network Allowlists', 'Network Segmentation', 'Software Process and Device Authentication']"
493,BWMS,T0848,Rogue Master,initial-access,ICS,"2,2211673","0,18181818300000002","0,19999999999999996","0,08076972052500317",Low,"['Network Allowlists', 'Filter Network Traffic', 'Software Process and Device Authentication', 'Network Segmentation', 'Communication Authenticity']"
494,BWMS,T0849,Masquerading,evasion,ICS,"1,4372259","1,754926707",1,"2,5222261159021113",Low,"['Restrict File and Directory Permissions', 'Code Signing', 'Execution Prevention']"
495,BWMS,T0859,Valid Accounts,persistence,ICS,"2,515145325","1,754926707","0,19999999999999996","0,8827791405657388",Low,"['User Account Management', 'Filter Network Traffic', 'Password Policies', 'Access Management', 'Active Directory Configuration', 'Account Use Policies', 'Application Developer Guidance', 'Audit', 'Privileged Account Management', 'Multi-factor Authentication']"
496,BWMS,T0859,Valid Accounts,lateral-movement,ICS,"2,515145325","0,18181818300000002","0,19999999999999996","0,0914598305944889",Low,"['User Account Management', 'Filter Network Traffic', 'Password Policies', 'Access Management', 'Active Directory Configuration', 'Account Use Policies', 'Application Developer Guidance', 'Audit', 'Privileged Account Management', 'Multi-factor Authentication']"
497,BWMS,T0869,Standard Application Layer Protocol,command-and-control,ICS,"3,887042775","0,18181818300000002","0,19999999999999996","0,14134701091875554",Low,"['Network Intrusion Prevention', 'Network Allowlists', 'Network Segmentation']"
498,BWMS,T0838,Modify Alarm Settings,inhibit-response-function,ICS,"1,4372259","4,109853413","0,19999999999999996","1,181357554073399",Low,"['Network Allowlists', 'User Account Management', 'Authorization Enforcement', 'Access Management', 'Human User Authentication', 'Software Process and Device Authentication', 'Network Segmentation']"
499,BWMS,T0836,Modify Parameter,impair-process-control,ICS,"2,2211673","4,471026843",1,"9,930898621093833",Medium,"['Audit', 'Authorization Enforcement', 'Validate Program Inputs']"
500,BWMS,T0831,Manipulation of Control,impact,ICS,"1,4372259","4,471026843",1,"6,425875578354834",Low,"['Data Backup', 'Communication Authenticity', 'Out-of-Band Communications Channel']"
501,BWMS,T0861,Point & Tag Identification,collection,ICS,"3,887042775","0,18181818300000002","0,19999999999999996","0,14134701091875554",Low,"['Network Allowlists', 'Communication Authenticity', 'Filter Network Traffic', 'Access Management', 'Authorization Enforcement', 'Human User Authentication', 'Software Process and Device Authentication', 'Network Segmentation']"
502,BWMS,T0822,External Remote Services,initial-access,ICS,"2,2211673","0,18181818300000002","0,19999999999999996","0,08076972052500317",Low,"['Limit Access to Resource Over Network', 'User Account Management', 'Disable or Remove Feature or Program', 'Password Policies', 'Account Use Policies', 'Multi-factor Authentication', 'Network Segmentation']"
503,BWMS,T0827,Loss of Control,impact,ICS,"2,2211673","4,471026843",1,"9,930898621093833",Medium,"['Data Backup', 'Redundancy of Service', 'Out-of-Band Communications Channel']"
504,BWMS,T0813,Denial of Control,impact,ICS,"2,2211673","2,4710268429999998",1,"5,488564021093833",Low,"['Out-of-Band Communications Channel', 'Redundancy of Service', 'Data Backup']"
505,BWMS,T0867,Lateral Tool Transfer,lateral-movement,ICS,"2,515145325","0,18181818300000002","0,19999999999999996","0,0914598305944889",Low,['Network Intrusion Prevention']
506,SIS-Network Switch,T1070.007,Clear Network Connection History and Configurations,defense-evasion,Enterprise,"2,515145325","0,199286166",1,"0,501233668752074",Low,"['Remote Data Storage', 'Restrict Registry Permissions']"
507,SIS-Network Switch,T1059.008,Network Device CLI,execution,Enterprise,"3,887042775","0,652208696",1,"2,535163099578971",Low,"['User Account Management', 'Execution Prevention', 'Privileged Account Management']"
508,SIS-Network Switch,T1602.002,Network Device Configuration Dump,collection,Enterprise,"1,234707705","0,583636363","0,19999999999999996","0,14412406286285534",Low,"['Filter Network Traffic', 'Software Configuration', 'Encrypt Sensitive Information', 'Update Software', 'Network Intrusion Prevention', 'Network Segmentation']"
509,SIS-Network Switch,T1542.005,TFTP Boot,defense-evasion,Enterprise,"0,798928515","0,199286166","0,19999999999999996","0,031843080132484686",Low,"['Limit Access to Resource Over Network', 'Operating System Configuration', 'Network Intrusion Prevention', 'Audit', 'Privileged Account Management', 'Boot Integrity']"
510,SIS-Network Switch,T1542.005,TFTP Boot,persistence,Enterprise,"0,798928515","0,199286166","0,19999999999999996","0,031843080132484686",Low,"['Limit Access to Resource Over Network', 'Operating System Configuration', 'Network Intrusion Prevention', 'Audit', 'Privileged Account Management', 'Boot Integrity']"
511,SIS-Network Switch,T1542.004,ROMMONkit,defense-evasion,Enterprise,"0,798928515","0,199286166","0,19999999999999996","0,031843080132484686",Low,"['Network Intrusion Prevention', 'Boot Integrity', 'Audit']"
512,SIS-Network Switch,T1542.004,ROMMONkit,persistence,Enterprise,"0,798928515","0,199286166","0,19999999999999996","0,031843080132484686",Low,"['Network Intrusion Prevention', 'Boot Integrity', 'Audit']"
513,SIS-Network Switch,T1602.001,SNMP (MIB Dump),collection,Enterprise,"1,234707705","0,583636363","0,19999999999999996","0,14412406286285534",Low,"['Filter Network Traffic', 'Software Configuration', 'Encrypt Sensitive Information', 'Update Software', 'Network Intrusion Prevention', 'Network Segmentation']"
514,SIS-Network Switch,T1602,Data from Configuration Repository,collection,Enterprise,"3,887042775","0,583636363","0,19999999999999996","0,45372390160528536",Low,"['Filter Network Traffic', 'Software Configuration', 'Encrypt Sensitive Information', 'Update Software', 'Network Intrusion Prevention', 'Network Segmentation']"
515,SIS-Network Switch,T1601.002,Downgrade System Image,defense-evasion,Enterprise,"0,798928515","0,199286166","0,19999999999999996","0,031843080132484686",Low,"['Credential Access Protection', 'Password Policies', 'Code Signing', 'Privileged Account Management', 'Multi-factor Authentication', 'Boot Integrity']"
516,SIS-Network Switch,T1601.001,Patch System Image,defense-evasion,Enterprise,"0,798928515","0,199286166","0,19999999999999996","0,031843080132484686",Low,"['Credential Access Protection', 'Password Policies', 'Code Signing', 'Privileged Account Management', 'Multi-factor Authentication', 'Boot Integrity']"
